Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
28; 1; mcts; (7,6) -> (6, 5); 0; 1.8886349201202393; 6; 4
29; 0; minimax; (4,3) -> (3, 4); 0; 0.1742708683013916; 6; 4
29; 1; mcts; (7,4) -> (6, 3); 0; 1.8992645740509033; 6; 4
30; 0; minimax; (4,1) -> (3, 2); 0; 0.13337945938110352; 6; 4
30; 1; mcts; (6,5) -> (7, 6); 0; 1.8483800888061523; 6; 4
31; 0; minimax; (3,4) -> (2, 5); 0; 0.1288166046142578; 6; 4
31; 1; mcts; (1,0) -> (2, 1); 0; 1.9252533912658691; 6; 4
32; 0; minimax; (3,2) -> (1, 0); 1; 0.1329808235168457; 6; 4
32; 1; mcts; (7,6) -> (6, 5); 0; 2.0119810104370117; 6; 3
33; 0; minimax; (2,7) -> (1, 6); 0; 0.16066241264343262; 6; 3
33; 1; mcts; (6,5) -> (5, 4); 0; 2.0318806171417236; 6; 3
34; 0; minimax; (3,0) -> (2, 1); 0; 0.11354970932006836; 6; 3
34; 1; mcts; (5,4) -> (4, 5); 0; 2.060220241546631; 6; 3
35; 0; minimax; (2,5) -> (1, 4); 0; 0.09334039688110352; 6; 3
35; 1; mcts; (4,5) -> (3, 6); 0; 2.260383129119873; 6; 3
36; 0; minimax; (1,6) -> (0, 5); 0; 0.09487104415893555; 6; 3
36; 1; mcts; (6,3) -> (5, 2); 0; 1.9157819747924805; 6; 3
37; 0; minimax; (2,3) -> (1, 2); 0; 0.10204362869262695; 6; 3
37; 1; mcts; (7,2) -> (6, 3); 0; 2.1115522384643555; 6; 3
38; 0; minimax; (1,4) -> (0, 3); 0; 0.10457396507263184; 6; 3
38; 1; mcts; (5,2) -> (6, 1); 0; 2.9469540119171143; 6; 3
39; 0; minimax; (1,2) -> (0, 1); 0; 0.12839603424072266; 6; 3
39; 1; mcts; (6,3) -> (7, 4); 0; 2.0135273933410645; 6; 3
40; 0; minimax; (0,7) -> (1, 6); 0; 0.10677647590637207; 6; 3
40; 1; mcts; (7,4) -> (6, 3); 0; 2.463165283203125; 6; 3
41; 0; minimax; (2,1) -> (1, 2); 0; 0.32604479789733887; 6; 3
41; 1; mcts; (6,3) -> (5, 4); 0; 3.077860116958618; 6; 3
42; 0; minimax; (1,6) -> (2, 7); 0; 0.14344096183776855; 6; 3
42; 1; mcts; (5,4) -> (6, 5); 0; 2.7075600624084473; 6; 3
43; 0; minimax; (2,7) -> (4, 5); 1; 0.08600664138793945; 6; 3
43; 1; mcts; (6,1) -> (7, 2); 0; 2.0052547454833984; 6; 2
44; 0; minimax; (4,5) -> (5, 6); 0; 0.12933015823364258; 6; 2
44; 1; mcts; (6,5) -> (7, 6); 0; 1.6417126655578613; 6; 2
45; 0; minimax; (5,6) -> (6, 7); 0; 0.11486196517944336; 6; 2
45; 1; mcts; (7,2) -> (6, 3); 0; 2.0279626846313477; 6; 2
46; 0; minimax; (6,7) -> (5, 6); 0; 0.06267428398132324; 6; 2
46; 1; mcts; (7,6) -> (6, 5); 0; 1.8259704113006592; 6; 2
47; 0; minimax; (5,6) -> (7, 4); 1; 0.11778616905212402; 6; 2
47; 1; mcts; (6,3) -> (5, 4); 0; 1.6289787292480469; 6; 1
48; 0; minimax; (7,4) -> (6, 5); 0; 0.07708191871643066; 6; 1
48; 1; mcts; (5,4) -> (4, 3); 0; 1.8422040939331055; 6; 1
49; 0; minimax; (6,5) -> (7, 6); 0; 0.11864781379699707; 6; 1
49; 1; mcts; (4,3) -> (3, 2); 0; 1.7878425121307373; 6; 1
50; 0; minimax; (0,5) -> (1, 4); 0; 0.08574819564819336; 6; 1
50; 1; mcts; (3,2) -> (4, 3); 0; 1.5195198059082031; 6; 1
51; 0; minimax; (7,6) -> (6, 7); 0; 0.0552372932434082; 6; 1
51; 1; mcts; (4,3) -> (3, 2); 0; 1.3924760818481445; 6; 1
52; 0; minimax; (6,7) -> (7, 6); 0; 0.05350661277770996; 6; 1
52; 1; mcts; (3,2) -> (2, 1); 0; 1.2195823192596436; 6; 1
53; 0; minimax; (7,6) -> (6, 7); 0; 0.05666971206665039; 6; 1
53; 1; mcts; (2,1) -> (3, 2); 0; 1.313843011856079; 6; 1
54; 0; minimax; (6,7) -> (7, 6); 0; 0.05282902717590332; 6; 1
54; 1; mcts; (3,2) -> (2, 1); 0; 1.1518800258636475; 6; 1
55; 0; minimax; (7,6) -> (6, 7); 0; 0.05572056770324707; 6; 1
55; 1; mcts; (2,1) -> (3, 2); 0; 1.5107746124267578; 6; 1
56; 0; minimax; (6,7) -> (7, 6); 0; 0.08895158767700195; 6; 1
56; 1; mcts; (3,2) -> (2, 3); 0; 1.6405792236328125; 6; 1
57; 0; minimax; (7,6) -> (6, 7); 0; 0.048113107681274414; 6; 1
Winner : Red
