Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
1; 1; mcts; (2,1) -> (3, 0); 0; 7.843795299530029; 12; 12
2; 0; minimax; (5,6) -> (4, 7); 0; 0.3973515033721924; 12; 12
2; 1; mcts; (2,5) -> (3, 4); 0; 7.1914286613464355; 12; 12
3; 0; minimax; (6,7) -> (5, 6); 0; 0.5138347148895264; 12; 12
3; 1; mcts; (1,2) -> (2, 1); 0; 8.312437534332275; 12; 12
4; 0; minimax; (7,6) -> (6, 7); 0; 0.6953694820404053; 12; 12
4; 1; mcts; (3,4) -> (4, 3); 0; 7.695245981216431; 12; 12
5; 0; minimax; (5,6) -> (4, 5); 0; 0.3939785957336426; 12; 12
5; 1; mcts; (3,0) -> (4, 1); 0; 5.861141681671143; 12; 12
6; 0; minimax; (6,7) -> (5, 6); 0; 0.48926687240600586; 12; 12
6; 1; mcts; (0,1) -> (1, 2); 0; 4.589792728424072; 12; 12
7; 0; minimax; (5,4) -> (3, 2); 1; 0.17976140975952148; 12; 12
7; 1; mcts; (1,6) -> (2, 5); 0; 4.067970037460327; 12; 11
8; 0; minimax; (5,2) -> (3, 0); 1; 0.17956233024597168; 12; 11
8; 1; mcts; (0,7) -> (1, 6); 0; 3.7204511165618896; 12; 10
9; 0; minimax; (6,5) -> (5, 4); 0; 0.28427648544311523; 12; 10
9; 1; mcts; (2,5) -> (3, 6); 0; 4.8626415729522705; 12; 10
10; 0; minimax; (7,4) -> (6, 5); 0; 0.48286890983581543; 12; 10
10; 1; mcts; (2,3) -> (4, 1); 1; 5.1220879554748535; 12; 10
