Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
1; 1; mcts; (2,1) -> (3, 2); 0; 4.158572196960449; 12; 12
2; 0; minimax; (5,6) -> (4, 7); 0; 0.3880198001861572; 12; 12
2; 1; mcts; (1,0) -> (2, 1); 0; 3.716768503189087; 12; 12
3; 0; minimax; (6,7) -> (5, 6); 0; 0.4690055847167969; 12; 12
3; 1; mcts; (0,1) -> (1, 0); 0; 3.6952874660491943; 12; 12
4; 0; minimax; (7,6) -> (6, 7); 0; 0.3424406051635742; 12; 12
4; 1; mcts; (2,5) -> (3, 4); 0; 3.2341623306274414; 12; 12
5; 0; minimax; (5,6) -> (4, 5); 0; 0.3071134090423584; 12; 12
5; 1; mcts; (2,7) -> (3, 6); 0; 4.038915634155273; 12; 12
6; 0; minimax; (5,4) -> (4, 3); 0; 0.47578859329223633; 12; 12
