Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
45; 0; minimax; (1,6) -> (0, 7); 0; 0.1786196231842041; 5; 3
45; 1; mcts; (6,7) -> (7, 6); 0; 10.013251543045044; 5; 3
46; 0; minimax; (0,7) -> (1, 6); 0; 0.21631526947021484; 5; 3
46; 1; mcts; (4,7) -> (5, 6); 0; 9.729934453964233; 5; 3
47; 0; minimax; (1,6) -> (0, 7); 0; 0.1693425178527832; 5; 3
47; 1; mcts; (5,6) -> (6, 7); 0; 9.233646392822266; 5; 3
48; 0; minimax; (0,7) -> (1, 6); 0; 0.13421010971069336; 5; 3
48; 1; mcts; (3,0) -> (2, 1); 0; 9.591459274291992; 5; 3
49; 0; minimax; (1,6) -> (0, 7); 0; 0.20693016052246094; 5; 3
49; 1; mcts; (2,1) -> (3, 0); 0; 7.641695737838745; 5; 3
50; 0; minimax; (0,7) -> (1, 6); 0; 0.130523681640625; 5; 3
50; 1; mcts; (3,0) -> (4, 1); 0; 8.203809261322021; 5; 3
51; 0; minimax; (1,6) -> (0, 7); 0; 0.1614086627960205; 5; 3
51; 1; mcts; (4,1) -> (3, 2); 0; 7.687805414199829; 5; 3
52; 0; minimax; (0,5) -> (1, 4); 0; 0.09237074851989746; 5; 3
52; 1; mcts; (6,7) -> (5, 6); 0; 6.576166868209839; 5; 3
53; 0; minimax; (1,4) -> (2, 3); 0; 0.15529465675354004; 5; 3
Winner : Red
