Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
25; 1; mcts; (4,7) -> (5, 6); 0; 3.203432321548462; 7; 3
26; 0; minimax; (5,0) -> (4, 1); 0; 0.19314908981323242; 7; 3
26; 1; mcts; (5,6) -> (6, 7); 0; 3.288255214691162; 7; 3
27; 0; minimax; (4,1) -> (3, 0); 0; 0.28762006759643555; 7; 3
27; 1; mcts; (6,7) -> (7, 6); 0; 3.482151746749878; 7; 3
28; 0; minimax; (6,1) -> (5, 2); 0; 0.2476968765258789; 7; 3
28; 1; mcts; (7,6) -> (6, 5); 0; 4.478206396102905; 7; 3
29; 0; minimax; (7,0) -> (6, 1); 0; 0.3780398368835449; 7; 3
29; 1; mcts; (2,1) -> (3, 2); 0; 3.6179511547088623; 7; 3
30; 0; minimax; (6,1) -> (5, 0); 0; 0.3971893787384033; 7; 3
30; 1; mcts; (6,5) -> (5, 6); 0; 4.550030708312988; 7; 3
31; 0; minimax; (5,2) -> (4, 3); 0; 0.30142807960510254; 7; 3
31; 1; mcts; (3,2) -> (5, 4); 1; 3.256880760192871; 7; 3
32; 0; minimax; (2,5) -> (3, 6); 0; 0.15944552421569824; 6; 3
32; 1; mcts; (5,4) -> (6, 3); 0; 3.8227269649505615; 6; 3
33; 0; minimax; (3,6) -> (4, 7); 0; 0.2573659420013428; 6; 3
33; 1; mcts; (5,6) -> (6, 7); 0; 4.180239677429199; 6; 3
34; 0; minimax; (5,0) -> (4, 1); 0; 0.1907026767730713; 6; 3
34; 1; mcts; (6,3) -> (7, 2); 0; 3.595093250274658; 6; 3
35; 0; minimax; (4,7) -> (5, 6); 0; 0.23523759841918945; 6; 3
35; 1; mcts; (1,0) -> (2, 1); 0; 4.526491641998291; 6; 3
36; 0; minimax; (5,6) -> (6, 5); 0; 0.32784605026245117; 6; 3
36; 1; mcts; (6,7) -> (7, 6); 0; 4.224787712097168; 6; 3
37; 0; minimax; (6,5) -> (7, 4); 0; 0.3292083740234375; 6; 3
37; 1; mcts; (7,6) -> (6, 7); 0; 4.914379358291626; 6; 3
38; 0; minimax; (7,4) -> (6, 5); 0; 0.21032953262329102; 6; 3
38; 1; mcts; (2,1) -> (3, 2); 0; 4.5078747272491455; 6; 3
39; 0; minimax; (6,5) -> (7, 6); 0; 0.36434268951416016; 6; 3
39; 1; mcts; (3,2) -> (5, 0); 1; 4.455634355545044; 6; 3
40; 0; minimax; (7,6) -> (6, 5); 0; 0.1434333324432373; 5; 3
40; 1; mcts; (6,7) -> (5, 6); 0; 4.33733344078064; 5; 3
41; 0; minimax; (6,5) -> (7, 6); 0; 0.25182104110717773; 5; 3
41; 1; mcts; (5,6) -> (6, 7); 0; 3.840318202972412; 5; 3
42; 0; minimax; (7,6) -> (6, 5); 0; 0.08234643936157227; 5; 3
42; 1; mcts; (5,0) -> (6, 1); 0; 3.4732859134674072; 5; 3
43; 0; minimax; (6,5) -> (7, 6); 0; 0.21080827713012695; 5; 3
43; 1; mcts; (7,2) -> (6, 3); 0; 4.312002897262573; 5; 3
44; 0; minimax; (7,6) -> (6, 5); 0; 0.09668397903442383; 5; 3
44; 1; mcts; (6,1) -> (7, 0); 0; 4.083232402801514; 5; 3
45; 0; minimax; (6,5) -> (7, 4); 0; 0.20570993423461914; 5; 3
45; 1; mcts; (6,3) -> (5, 2); 0; 3.762047529220581; 5; 3
46; 0; minimax; (7,4) -> (6, 3); 0; 0.13843941688537598; 5; 3
46; 1; mcts; (6,7) -> (7, 6); 0; 3.84452223777771; 5; 3
47; 0; minimax; (6,3) -> (7, 4); 0; 0.19242072105407715; 5; 3
47; 1; mcts; (7,0) -> (6, 1); 0; 3.7269368171691895; 5; 3
48; 0; minimax; (7,4) -> (6, 3); 0; 0.17641329765319824; 5; 3
48; 1; mcts; (7,6) -> (6, 5); 0; 4.490799188613892; 5; 3
49; 0; minimax; (6,3) -> (4, 1); 1; 0.2185196876525879; 5; 3
49; 1; mcts; (6,1) -> (7, 0); 0; 4.474006414413452; 5; 2
50; 0; minimax; (4,1) -> (5, 2); 0; 0.2061147689819336; 5; 2
50; 1; mcts; (7,0) -> (6, 1); 0; 4.260932207107544; 5; 2
51; 0; minimax; (5,2) -> (7, 0); 1; 0.22657155990600586; 5; 2
51; 1; mcts; (6,5) -> (5, 6); 0; 3.3630788326263428; 5; 1
52; 0; minimax; (7,0) -> (6, 1); 0; 0.0912477970123291; 5; 1
52; 1; mcts; (5,6) -> (6, 5); 0; 3.3804776668548584; 5; 1
53; 0; minimax; (6,1) -> (7, 2); 0; 0.16329526901245117; 5; 1
53; 1; mcts; (6,5) -> (7, 6); 0; 3.0180373191833496; 5; 1
54; 0; minimax; (7,2) -> (6, 3); 0; 0.13459181785583496; 5; 1
54; 1; mcts; (7,6) -> (6, 7); 0; 3.604851007461548; 5; 1
55; 0; minimax; (6,3) -> (7, 4); 0; 0.23563742637634277; 5; 1
55; 1; mcts; (6,7) -> (5, 6); 0; 3.459939479827881; 5; 1
56; 0; minimax; (7,4) -> (6, 5); 0; 0.13673758506774902; 5; 1
56; 1; mcts; (5,6) -> (4, 5); 0; 3.4839553833007812; 5; 1
57; 0; minimax; (6,5) -> (7, 6); 0; 0.19991159439086914; 5; 1
57; 1; mcts; (4,5) -> (5, 6); 0; 3.2853939533233643; 5; 1
58; 0; minimax; (7,6) -> (6, 7); 0; 0.10360169410705566; 5; 1
58; 1; mcts; (5,6) -> (4, 5); 0; 2.8490307331085205; 5; 1
59; 0; minimax; (6,7) -> (7, 6); 0; 0.1187586784362793; 5; 1
59; 1; mcts; (4,5) -> (5, 6); 0; 3.008084774017334; 5; 1
60; 0; minimax; (7,6) -> (6, 7); 0; 0.11794447898864746; 5; 1
60; 1; mcts; (5,6) -> (6, 5); 0; 3.4076004028320312; 5; 1
61; 0; minimax; (6,7) -> (7, 6); 0; 0.13487815856933594; 5; 1
Winner : Red
