Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
1; 1; mcts; (2,5) -> (3, 4); 0; 5.407237768173218; 12; 12
2; 0; minimax; (5,6) -> (4, 7); 0; 0.313399076461792; 12; 12
2; 1; mcts; (2,3) -> (3, 2); 0; 5.235810041427612; 12; 12
3; 0; minimax; (6,7) -> (5, 6); 0; 0.6136937141418457; 12; 12
3; 1; mcts; (1,4) -> (2, 3); 0; 6.568288326263428; 12; 12
4; 0; minimax; (7,6) -> (6, 7); 0; 0.3790426254272461; 12; 12
4; 1; mcts; (0,5) -> (1, 4); 0; 6.85318922996521; 12; 12
5; 0; minimax; (5,6) -> (4, 5); 0; 0.6053030490875244; 12; 12
5; 1; mcts; (3,4) -> (5, 6); 1; 6.437013387680054; 12; 12
6; 0; minimax; (6,7) -> (4, 5); 1; 0.4288938045501709; 11; 12
6; 1; mcts; (3,2) -> (4, 1); 0; 5.149265289306641; 11; 11
7; 0; minimax; (6,5) -> (5, 6); 0; 0.5027916431427002; 11; 11
7; 1; mcts; (2,1) -> (3, 2); 0; 5.403862953186035; 11; 11
8; 0; minimax; (5,4) -> (4, 3); 0; 0.25577616691589355; 11; 11
8; 1; mcts; (1,0) -> (2, 1); 0; 3.8914265632629395; 11; 11
9; 0; minimax; (7,4) -> (6, 5); 0; 0.2532351016998291; 11; 11
9; 1; mcts; (2,7) -> (3, 6); 0; 3.8903234004974365; 11; 11
10; 0; minimax; (5,2) -> (3, 0); 1; 0.20537590980529785; 11; 11
10; 1; mcts; (2,3) -> (3, 4); 0; 3.8563032150268555; 11; 10
11; 0; minimax; (4,5) -> (2, 7); 1; 0.3820221424102783; 11; 10
11; 1; mcts; (1,4) -> (2, 5); 0; 5.828612804412842; 11; 9
12; 0; minimax; (5,6) -> (4, 5); 0; 0.40961503982543945; 11; 9
12; 1; mcts; (3,2) -> (7, 6); 2; 4.78890061378479; 11; 9
13; 0; minimax; (6,3) -> (5, 4); 0; 0.3148977756500244; 9; 9
13; 1; mcts; (2,1) -> (3, 2); 0; 4.138724088668823; 9; 9
14; 0; minimax; (7,2) -> (6, 3); 0; 0.5703086853027344; 9; 9
14; 1; mcts; (7,6) -> (6, 7); 0; 5.096898317337036; 9; 9
15; 0; minimax; (6,3) -> (5, 2); 0; 0.49396467208862305; 9; 9
15; 1; mcts; (1,2) -> (2, 1); 0; 5.54095196723938; 9; 9
16; 0; minimax; (4,5) -> (2, 3); 1; 0.39912986755371094; 9; 9
16; 1; mcts; (0,1) -> (1, 0); 0; 4.658919095993042; 9; 8
17; 0; minimax; (3,0) -> (1, 2); 1; 0.44335079193115234; 9; 8
17; 1; mcts; (0,3) -> (2, 1); 1; 4.08445930480957; 9; 7
18; 0; minimax; (4,7) -> (3, 6); 0; 0.45941662788391113; 8; 7
18; 1; mcts; (2,5) -> (3, 4); 0; 6.939212083816528; 8; 7
19; 0; minimax; (5,4) -> (4, 3); 0; 0.4416463375091553; 8; 7
19; 1; mcts; (2,1) -> (3, 0); 0; 3.893019437789917; 8; 7
20; 0; minimax; (5,2) -> (4, 1); 0; 0.23065447807312012; 8; 7
20; 1; mcts; (3,4) -> (4, 5); 0; 3.067528247833252; 8; 7
21; 0; minimax; (6,1) -> (5, 2); 0; 0.20299673080444336; 8; 7
21; 1; mcts; (3,2) -> (5, 4); 1; 3.860713243484497; 8; 7
22; 0; minimax; (2,7) -> (0, 5); 1; 0.2874019145965576; 7; 7
22; 1; mcts; (4,5) -> (5, 6); 0; 4.845373153686523; 7; 6
23; 0; minimax; (7,0) -> (6, 1); 0; 0.451693058013916; 7; 6
23; 1; mcts; (0,7) -> (1, 6); 0; 4.077314138412476; 7; 6
24; 0; minimax; (5,2) -> (4, 3); 0; 0.23235607147216797; 7; 6
24; 1; mcts; (6,7) -> (7, 6); 0; 3.9155750274658203; 7; 6
25; 0; minimax; (6,1) -> (5, 2); 0; 0.35065531730651855; 7; 6
25; 1; mcts; (5,6) -> (6, 5); 0; 3.3655638694763184; 7; 6
26; 0; minimax; (4,3) -> (3, 4); 0; 0.2975482940673828; 7; 6
26; 1; mcts; (1,6) -> (2, 7); 0; 4.312627792358398; 7; 6
27; 0; minimax; (5,2) -> (4, 3); 0; 0.4135091304779053; 7; 6
27; 1; mcts; (1,0) -> (2, 1); 0; 5.463618755340576; 7; 6
28; 0; minimax; (4,3) -> (3, 2); 0; 0.3331918716430664; 7; 6
28; 1; mcts; (6,5) -> (7, 4); 0; 3.526650905609131; 7; 6
29; 0; minimax; (3,6) -> (2, 5); 0; 0.19463610649108887; 7; 6
29; 1; mcts; (3,0) -> (5, 2); 1; 4.16703462600708; 7; 6
30; 0; minimax; (5,0) -> (4, 1); 0; 0.24645733833312988; 6; 6
30; 1; mcts; (5,4) -> (6, 5); 0; 3.5972678661346436; 6; 6
31; 0; minimax; (4,1) -> (3, 0); 0; 0.25756144523620605; 6; 6
31; 1; mcts; (5,2) -> (6, 3); 0; 3.33687162399292; 6; 6
32; 0; minimax; (3,2) -> (1, 0); 1; 0.2107095718383789; 6; 6
32; 1; mcts; (2,7) -> (3, 6); 0; 3.859698534011841; 6; 5
33; 0; minimax; (2,5) -> (1, 6); 0; 0.26436924934387207; 6; 5
33; 1; mcts; (3,6) -> (4, 5); 0; 3.8758323192596436; 6; 5
34; 0; minimax; (3,4) -> (2, 5); 0; 0.2004094123840332; 6; 5
34; 1; mcts; (4,5) -> (5, 4); 0; 3.4455864429473877; 6; 5
35; 0; minimax; (3,0) -> (2, 1); 0; 0.17210984230041504; 6; 5
35; 1; mcts; (7,6) -> (6, 7); 0; 3.652768611907959; 6; 5
36; 0; minimax; (2,5) -> (1, 4); 0; 0.1596362590789795; 6; 5
36; 1; mcts; (6,7) -> (7, 6); 0; 3.3621034622192383; 6; 5
37; 0; minimax; (1,6) -> (0, 7); 0; 0.11455941200256348; 6; 5
37; 1; mcts; (6,3) -> (7, 2); 0; 3.4867284297943115; 6; 5
38; 0; minimax; (2,3) -> (1, 2); 0; 0.12601995468139648; 6; 5
38; 1; mcts; (7,4) -> (6, 3); 0; 2.526799440383911; 6; 5
39; 0; minimax; (1,4) -> (0, 3); 0; 0.09003448486328125; 6; 5
39; 1; mcts; (6,5) -> (7, 4); 0; 2.7215182781219482; 6; 5
40; 0; minimax; (1,2) -> (0, 1); 0; 0.10622215270996094; 6; 5
40; 1; mcts; (7,4) -> (6, 5); 0; 2.670863389968872; 6; 5
41; 0; minimax; (2,1) -> (1, 2); 0; 0.1187901496887207; 6; 5
41; 1; mcts; (6,5) -> (7, 4); 0; 2.6282074451446533; 6; 5
42; 0; minimax; (0,7) -> (1, 6); 0; 0.04336142539978027; 6; 5
42; 1; mcts; (7,2) -> (6, 1); 0; 2.671679973602295; 6; 5
43; 0; minimax; (1,6) -> (0, 7); 0; 0.06506013870239258; 6; 5
43; 1; mcts; (6,3) -> (5, 2); 0; 2.5537755489349365; 6; 5
44; 0; minimax; (0,7) -> (1, 6); 0; 0.04671835899353027; 6; 5
44; 1; mcts; (6,1) -> (5, 0); 0; 2.645813226699829; 6; 5
45; 0; minimax; (1,6) -> (0, 7); 0; 0.06807541847229004; 6; 5
45; 1; mcts; (5,2) -> (4, 1); 0; 2.548933506011963; 6; 5
46; 0; minimax; (0,7) -> (1, 6); 0; 0.04226326942443848; 6; 5
46; 1; mcts; (4,1) -> (3, 0); 0; 3.524818181991577; 6; 5
47; 0; minimax; (1,6) -> (0, 7); 0; 0.06818437576293945; 6; 5
47; 1; mcts; (7,6) -> (6, 5); 0; 2.497321367263794; 6; 5
48; 0; minimax; (0,7) -> (1, 6); 0; 0.043839216232299805; 6; 5
48; 1; mcts; (6,5) -> (7, 6); 0; 2.6251800060272217; 6; 5
49; 0; minimax; (1,6) -> (0, 7); 0; 0.06350588798522949; 6; 5
49; 1; mcts; (5,4) -> (6, 3); 0; 2.902935743331909; 6; 5
50; 0; minimax; (0,7) -> (1, 6); 0; 0.04848074913024902; 6; 5
50; 1; mcts; (7,6) -> (6, 7); 0; 4.433460474014282; 6; 5
51; 0; minimax; (1,6) -> (0, 7); 0; 0.09068489074707031; 6; 5
51; 1; mcts; (6,7) -> (7, 6); 0; 2.897128105163574; 6; 5
52; 0; minimax; (0,7) -> (1, 6); 0; 0.0456395149230957; 6; 5
52; 1; mcts; (3,0) -> (4, 1); 0; 3.369415044784546; 6; 5
53; 0; minimax; (1,6) -> (0, 7); 0; 0.09720110893249512; 6; 5
53; 1; mcts; (4,1) -> (3, 0); 0; 3.411510467529297; 6; 5
54; 0; minimax; (0,7) -> (1, 6); 0; 0.04915738105773926; 6; 5
54; 1; mcts; (3,0) -> (2, 1); 0; 2.7224884033203125; 6; 5
55; 0; minimax; (1,6) -> (0, 7); 0; 0.06322503089904785; 6; 5
55; 1; mcts; (5,0) -> (4, 1); 0; 2.5881259441375732; 6; 5
56; 0; minimax; (0,7) -> (1, 6); 0; 0.05332612991333008; 6; 5
56; 1; mcts; (6,3) -> (7, 2); 0; 3.3882291316986084; 6; 5
57; 0; minimax; (1,6) -> (0, 7); 0; 0.10021328926086426; 6; 5
57; 1; mcts; (7,4) -> (6, 3); 0; 4.034868001937866; 6; 5
58; 0; minimax; (0,7) -> (1, 6); 0; 0.05769205093383789; 6; 5
58; 1; mcts; (2,1) -> (3, 0); 0; 2.8574447631835938; 6; 5
59; 0; minimax; (1,6) -> (0, 7); 0; 0.06480574607849121; 6; 5
59; 1; mcts; (4,1) -> (3, 2); 0; 2.869729995727539; 6; 5
60; 0; minimax; (0,5) -> (1, 4); 0; 0.04450035095214844; 6; 5
60; 1; mcts; (3,0) -> (2, 1); 0; 2.664316415786743; 6; 5
61; 0; minimax; (1,4) -> (2, 3); 0; 0.045262813568115234; 6; 5
61; 1; mcts; (3,2) -> (4, 1); 0; 2.743716239929199; 6; 5
62; 0; minimax; (2,3) -> (3, 2); 0; 0.08079743385314941; 6; 5
62; 1; mcts; (4,1) -> (5, 2); 0; 2.809366226196289; 6; 5
63; 0; minimax; (3,2) -> (4, 3); 0; 0.08458924293518066; 6; 5
63; 1; mcts; (7,6) -> (6, 5); 0; 2.7585182189941406; 6; 5
64; 0; minimax; (4,3) -> (6, 1); 1; 0.11235713958740234; 6; 5
64; 1; mcts; (2,1) -> (3, 0); 0; 2.5390467643737793; 6; 4
65; 0; minimax; (6,1) -> (5, 2); 0; 0.07324695587158203; 6; 4
65; 1; mcts; (6,5) -> (7, 4); 0; 2.5533738136291504; 6; 4
66; 0; minimax; (0,3) -> (1, 4); 0; 0.08125829696655273; 6; 4
66; 1; mcts; (6,3) -> (4, 1); 1; 2.7777485847473145; 6; 4
67; 0; minimax; (1,4) -> (2, 3); 0; 0.06732726097106934; 5; 4
67; 1; mcts; (3,0) -> (2, 1); 0; 2.5163567066192627; 5; 4
68; 0; minimax; (1,2) -> (0, 3); 0; 0.07246708869934082; 5; 4
68; 1; mcts; (4,1) -> (3, 2); 0; 3.2383110523223877; 5; 4
69; 0; minimax; (2,3) -> (4, 1); 1; 0.25455236434936523; 5; 4
69; 1; mcts; (7,4) -> (6, 3); 0; 3.168450355529785; 5; 3
70; 0; minimax; (4,1) -> (5, 2); 0; 0.2556452751159668; 5; 3
70; 1; mcts; (2,1) -> (1, 2); 0; 3.2291982173919678; 5; 3
71; 0; minimax; (5,2) -> (7, 4); 1; 0.20670270919799805; 5; 3
71; 1; mcts; (1,2) -> (2, 1); 0; 3.0615193843841553; 5; 2
72; 0; minimax; (0,1) -> (1, 2); 0; 0.16032171249389648; 5; 2
72; 1; mcts; (2,1) -> (3, 2); 0; 2.971874952316284; 5; 2
73; 0; minimax; (1,2) -> (2, 3); 0; 0.20642948150634766; 5; 2
73; 1; mcts; (3,2) -> (2, 1); 0; 2.3281004428863525; 5; 2
74; 0; minimax; (2,3) -> (3, 2); 0; 0.28154897689819336; 5; 2
74; 1; mcts; (2,1) -> (3, 0); 0; 2.269360303878784; 5; 2
75; 0; minimax; (7,4) -> (6, 5); 0; 0.30080199241638184; 5; 2
75; 1; mcts; (7,2) -> (6, 1); 0; 2.5031661987304688; 5; 2
76; 0; minimax; (3,2) -> (4, 3); 0; 0.7814366817474365; 5; 2
76; 1; mcts; (6,1) -> (7, 0); 0; 3.6578569412231445; 5; 2
77; 0; minimax; (6,5) -> (7, 6); 0; 0.8078811168670654; 5; 2
77; 1; mcts; (3,0) -> (4, 1); 0; 2.992262840270996; 5; 2
78; 0; minimax; (4,3) -> (5, 2); 0; 0.4232289791107178; 5; 2
78; 1; mcts; (4,1) -> (3, 0); 0; 2.453770637512207; 5; 2
79; 0; minimax; (7,6) -> (6, 7); 0; 0.39944982528686523; 5; 2
79; 1; mcts; (7,0) -> (6, 1); 0; 2.9441840648651123; 5; 2
80; 0; minimax; (6,7) -> (7, 6); 0; 0.37241363525390625; 5; 2
80; 1; mcts; (3,0) -> (2, 1); 0; 2.9754090309143066; 5; 2
81; 0; minimax; (5,2) -> (7, 0); 1; 0.4140176773071289; 5; 2
81; 1; mcts; (2,1) -> (1, 2); 0; 2.39166522026062; 5; 1
82; 0; minimax; (7,6) -> (6, 7); 0; 0.14808130264282227; 5; 1
82; 1; mcts; (1,2) -> (2, 1); 0; 2.1409616470336914; 5; 1
83; 0; minimax; (6,7) -> (7, 6); 0; 0.13688182830810547; 5; 1
83; 1; mcts; (2,1) -> (1, 2); 0; 1.8832895755767822; 5; 1
84; 0; minimax; (7,6) -> (6, 7); 0; 0.10877346992492676; 5; 1
84; 1; mcts; (1,2) -> (0, 1); 0; 1.8481624126434326; 5; 1
85; 0; minimax; (7,0) -> (6, 1); 0; 0.09973454475402832; 5; 1
85; 1; mcts; (0,1) -> (1, 2); 0; 1.4188292026519775; 5; 1
