Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
31; 1; mcts; (3,0) -> (5, 2); 1; 1.597764015197754; 7; 4
32; 0; minimax; (3,6) -> (2, 7); 0; 0.32526469230651855; 6; 4
32; 1; mcts; (6,3) -> (7, 2); 0; 1.7531840801239014; 6; 4
33; 0; minimax; (3,4) -> (2, 5); 0; 0.36810755729675293; 6; 4
33; 1; mcts; (5,2) -> (6, 1); 0; 2.2931997776031494; 6; 4
34; 0; minimax; (4,3) -> (3, 4); 0; 0.30009913444519043; 6; 4
34; 1; mcts; (6,1) -> (7, 0); 0; 1.8897168636322021; 6; 4
35; 0; minimax; (3,4) -> (2, 3); 0; 0.3058736324310303; 6; 4
35; 1; mcts; (7,2) -> (6, 3); 0; 1.8171477317810059; 6; 4
36; 0; minimax; (3,2) -> (2, 1); 0; 0.18830370903015137; 6; 4
36; 1; mcts; (5,6) -> (4, 5); 0; 2.1901659965515137; 6; 4
37; 0; minimax; (2,7) -> (1, 6); 0; 0.26709914207458496; 6; 4
37; 1; mcts; (4,5) -> (3, 4); 0; 1.9742233753204346; 6; 4
38; 0; minimax; (2,3) -> (1, 2); 0; 0.1452934741973877; 6; 4
38; 1; mcts; (3,4) -> (2, 3); 0; 1.8524219989776611; 6; 4
39; 0; minimax; (1,6) -> (0, 7); 0; 0.11321353912353516; 6; 4
39; 1; mcts; (2,3) -> (3, 2); 0; 2.281355857849121; 6; 4
40; 0; minimax; (1,2) -> (0, 1); 0; 0.16182446479797363; 6; 4
40; 1; mcts; (6,3) -> (5, 2); 0; 2.298128128051758; 6; 4
41; 0; minimax; (0,5) -> (1, 4); 0; 0.3010132312774658; 6; 4
41; 1; mcts; (3,2) -> (4, 3); 0; 1.7938618659973145; 6; 4
42; 0; minimax; (1,4) -> (2, 3); 0; 0.22219324111938477; 6; 4
42; 1; mcts; (5,2) -> (6, 3); 0; 1.712775468826294; 6; 4
43; 0; minimax; (2,5) -> (1, 6); 0; 0.45927000045776367; 6; 4
43; 1; mcts; (6,3) -> (5, 4); 0; 2.103133201599121; 6; 4
44; 0; minimax; (2,3) -> (3, 4); 0; 0.34489941596984863; 6; 4
44; 1; mcts; (5,4) -> (6, 5); 0; 1.820643663406372; 6; 4
45; 0; minimax; (3,4) -> (2, 3); 0; 0.35384416580200195; 6; 4
45; 1; mcts; (6,7) -> (7, 6); 0; 2.294198751449585; 6; 4
46; 0; minimax; (2,3) -> (3, 4); 0; 0.33268070220947266; 6; 4
46; 1; mcts; (7,0) -> (6, 1); 0; 2.4015462398529053; 6; 4
47; 0; minimax; (3,4) -> (7, 0); 2; 0.6055910587310791; 6; 4
47; 1; mcts; (6,5) -> (5, 6); 0; 2.1356828212738037; 6; 2
48; 0; minimax; (7,0) -> (6, 1); 0; 0.24503326416015625; 6; 2
48; 1; mcts; (5,6) -> (4, 5); 0; 1.6325798034667969; 6; 2
49; 0; minimax; (6,1) -> (7, 2); 0; 0.28775858879089355; 6; 2
49; 1; mcts; (4,5) -> (5, 4); 0; 1.3398244380950928; 6; 2
50; 0; minimax; (7,2) -> (6, 3); 0; 0.18854308128356934; 6; 2
50; 1; mcts; (5,4) -> (6, 5); 0; 1.752333402633667; 6; 2
51; 0; minimax; (6,3) -> (7, 4); 0; 0.3841679096221924; 6; 2
51; 1; mcts; (6,5) -> (5, 6); 0; 1.5508272647857666; 6; 2
52; 0; minimax; (7,4) -> (6, 5); 0; 0.20998454093933105; 6; 2
52; 1; mcts; (7,6) -> (6, 7); 0; 1.330383062362671; 6; 2
53; 0; minimax; (6,5) -> (7, 6); 0; 0.2662239074707031; 6; 2
53; 1; mcts; (5,6) -> (4, 5); 0; 1.3574347496032715; 6; 2
54; 0; minimax; (7,6) -> (6, 5); 0; 0.15947437286376953; 6; 2
54; 1; mcts; (6,7) -> (5, 6); 0; 1.3205201625823975; 6; 2
55; 0; minimax; (6,5) -> (4, 7); 1; 0.2853682041168213; 6; 2
55; 1; mcts; (4,5) -> (3, 4); 0; 1.4089970588684082; 6; 1
56; 0; minimax; (4,7) -> (5, 6); 0; 0.2749953269958496; 6; 1
56; 1; mcts; (3,4) -> (2, 3); 0; 1.756544828414917; 6; 1
57; 0; minimax; (1,6) -> (0, 5); 0; 0.3590517044067383; 6; 1
57; 1; mcts; (2,3) -> (1, 4); 0; 1.1595046520233154; 6; 1
58; 0; minimax; (5,6) -> (6, 7); 0; 0.352463960647583; 6; 1
58; 1; mcts; (1,4) -> (2, 5); 0; 1.3895235061645508; 6; 1
59; 0; minimax; (6,7) -> (7, 6); 0; 0.2860879898071289; 6; 1
59; 1; mcts; (2,5) -> (3, 6); 0; 1.091146469116211; 6; 1
60; 0; minimax; (0,7) -> (1, 6); 0; 0.28370237350463867; 6; 1
60; 1; mcts; (3,6) -> (2, 7); 0; 1.121124505996704; 6; 1
61; 0; minimax; (7,6) -> (6, 7); 0; 0.32137036323547363; 6; 1
61; 1; mcts; (2,7) -> (3, 6); 0; 1.4047062397003174; 6; 1
62; 0; minimax; (6,7) -> (7, 6); 0; 0.374068021774292; 6; 1
62; 1; mcts; (3,6) -> (2, 7); 0; 1.2034873962402344; 6; 1
63; 0; minimax; (7,6) -> (6, 7); 0; 0.3134312629699707; 6; 1
63; 1; mcts; (2,7) -> (3, 6); 0; 1.5320441722869873; 6; 1
64; 0; minimax; (6,7) -> (7, 6); 0; 0.4672079086303711; 6; 1
64; 1; mcts; (3,6) -> (2, 7); 0; 1.3718376159667969; 6; 1
65; 0; minimax; (7,6) -> (6, 7); 0; 0.35141611099243164; 6; 1
65; 1; mcts; (2,7) -> (3, 6); 0; 1.472567081451416; 6; 1
66; 0; minimax; (6,7) -> (7, 6); 0; 0.6679403781890869; 6; 1
66; 1; mcts; (3,6) -> (4, 7); 0; 1.8083367347717285; 6; 1
67; 0; minimax; (7,6) -> (6, 7); 0; 0.5281937122344971; 6; 1
