Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
22; 1; mcts; (7,6) -> (6, 7); 0; 1.7283461093902588; 8; 6
23; 0; minimax; (4,3) -> (2, 5); 1; 0.29668235778808594; 8; 6
23; 1; mcts; (6,7) -> (5, 6); 0; 1.6447904109954834; 8; 5
24; 0; minimax; (1,6) -> (0, 5); 0; 0.1838085651397705; 8; 5
24; 1; mcts; (2,3) -> (3, 2); 0; 1.6613447666168213; 8; 5
25; 0; minimax; (6,1) -> (5, 2); 0; 0.24823927879333496; 8; 5
25; 1; mcts; (5,0) -> (6, 1); 0; 1.7421700954437256; 8; 5
26; 0; minimax; (7,2) -> (5, 0); 1; 0.37739109992980957; 8; 5
26; 1; mcts; (0,1) -> (2, 3); 1; 1.593648910522461; 8; 4
27; 0; minimax; (5,2) -> (4, 3); 0; 0.2655601501464844; 7; 4
27; 1; mcts; (3,2) -> (4, 1); 0; 1.5215318202972412; 7; 4
28; 0; minimax; (7,0) -> (6, 1); 0; 0.3132166862487793; 7; 4
28; 1; mcts; (2,3) -> (3, 4); 0; 1.4872748851776123; 7; 4
29; 0; minimax; (5,0) -> (3, 2); 1; 0.2259981632232666; 7; 4
29; 1; mcts; (2,7) -> (4, 5); 1; 1.354562520980835; 7; 3
30; 0; minimax; (2,5) -> (1, 6); 0; 0.2201831340789795; 6; 3
30; 1; mcts; (5,6) -> (4, 7); 0; 1.303952932357788; 6; 3
31; 0; minimax; (6,1) -> (5, 2); 0; 0.20467686653137207; 6; 3
31; 1; mcts; (4,5) -> (5, 4); 0; 1.2969093322753906; 6; 3
32; 0; minimax; (0,5) -> (1, 4); 0; 0.1496574878692627; 6; 3
32; 1; mcts; (4,7) -> (5, 6); 0; 1.3658068180084229; 6; 3
33; 0; minimax; (1,6) -> (0, 7); 0; 0.2987844944000244; 6; 3
33; 1; mcts; (5,4) -> (6, 5); 0; 1.336817979812622; 6; 3
34; 0; minimax; (1,4) -> (2, 3); 0; 0.26709532737731934; 6; 3
34; 1; mcts; (3,4) -> (4, 5); 0; 1.3253607749938965; 6; 3
35; 0; minimax; (5,2) -> (4, 1); 0; 0.17923688888549805; 6; 3
35; 1; mcts; (5,6) -> (6, 7); 0; 1.365999698638916; 6; 3
36; 0; minimax; (4,1) -> (3, 0); 0; 0.20810365676879883; 6; 3
36; 1; mcts; (4,5) -> (5, 6); 0; 1.2543699741363525; 6; 3
37; 0; minimax; (4,3) -> (3, 4); 0; 0.14285612106323242; 6; 3
37; 1; mcts; (6,7) -> (7, 6); 0; 1.273590087890625; 6; 3
38; 0; minimax; (3,4) -> (2, 5); 0; 0.12114310264587402; 6; 3
38; 1; mcts; (7,6) -> (6, 7); 0; 1.4842112064361572; 6; 3
39; 0; minimax; (2,5) -> (1, 6); 0; 0.22227978706359863; 6; 3
39; 1; mcts; (6,5) -> (7, 4); 0; 1.8558881282806396; 6; 3
40; 0; minimax; (2,3) -> (1, 4); 0; 0.1736137866973877; 6; 3
40; 1; mcts; (7,4) -> (6, 5); 0; 1.7955262660980225; 6; 3
41; 0; minimax; (3,2) -> (2, 3); 0; 0.2143409252166748; 6; 3
41; 1; mcts; (6,5) -> (7, 4); 0; 1.8316690921783447; 6; 3
42; 0; minimax; (2,3) -> (1, 2); 0; 0.12788987159729004; 6; 3
42; 1; mcts; (5,6) -> (6, 5); 0; 1.9578971862792969; 6; 3
43; 0; minimax; (1,6) -> (0, 5); 0; 0.19933009147644043; 6; 3
43; 1; mcts; (6,7) -> (5, 6); 0; 1.572587251663208; 6; 3
44; 0; minimax; (2,1) -> (1, 0); 0; 0.19442081451416016; 6; 3
44; 1; mcts; (5,6) -> (6, 7); 0; 1.5050933361053467; 6; 3
45; 0; minimax; (3,0) -> (2, 1); 0; 0.2378673553466797; 6; 3
45; 1; mcts; (6,7) -> (7, 6); 0; 1.383347511291504; 6; 3
46; 0; minimax; (1,4) -> (2, 5); 0; 0.21368026733398438; 6; 3
46; 1; mcts; (7,6) -> (6, 7); 0; 1.6590874195098877; 6; 3
47; 0; minimax; (2,5) -> (3, 6); 0; 0.2789454460144043; 6; 3
47; 1; mcts; (6,7) -> (7, 6); 0; 1.6297147274017334; 6; 3
48; 0; minimax; (3,6) -> (4, 7); 0; 0.30340123176574707; 6; 3
48; 1; mcts; (7,4) -> (6, 3); 0; 1.4652795791625977; 6; 3
49; 0; minimax; (4,7) -> (5, 6); 0; 0.20449256896972656; 6; 3
49; 1; mcts; (6,3) -> (7, 4); 0; 1.3460509777069092; 6; 3
50; 0; minimax; (5,6) -> (6, 7); 0; 0.23282861709594727; 6; 3
50; 1; mcts; (7,4) -> (6, 3); 0; 1.3312156200408936; 6; 3
51; 0; minimax; (6,7) -> (5, 6); 0; 0.13805675506591797; 6; 3
51; 1; mcts; (6,3) -> (5, 4); 0; 1.3301877975463867; 6; 3
52; 0; minimax; (5,6) -> (7, 4); 1; 0.3287944793701172; 6; 3
52; 1; mcts; (5,4) -> (6, 3); 0; 1.817784070968628; 6; 2
53; 0; minimax; (7,4) -> (5, 2); 1; 0.2389833927154541; 6; 2
53; 1; mcts; (7,6) -> (6, 5); 0; 1.7786478996276855; 6; 1
54; 0; minimax; (5,2) -> (6, 3); 0; 0.3833308219909668; 6; 1
54; 1; mcts; (6,5) -> (5, 4); 0; 1.5152673721313477; 6; 1
55; 0; minimax; (1,2) -> (0, 3); 0; 0.28868627548217773; 6; 1
55; 1; mcts; (5,4) -> (7, 2); 1; 1.7828056812286377; 6; 1
56; 0; minimax; (1,0) -> (0, 1); 0; 0.10309958457946777; 5; 1
56; 1; mcts; (7,2) -> (6, 1); 0; 1.2489569187164307; 5; 1
57; 0; minimax; (2,1) -> (1, 2); 0; 0.12894177436828613; 5; 1
57; 1; mcts; (6,1) -> (5, 2); 0; 1.0545828342437744; 5; 1
58; 0; minimax; (0,7) -> (1, 6); 0; 0.06148648262023926; 5; 1
58; 1; mcts; (5,2) -> (6, 3); 0; 1.384328842163086; 5; 1
59; 0; minimax; (1,6) -> (0, 7); 0; 0.08170056343078613; 5; 1
59; 1; mcts; (6,3) -> (5, 4); 0; 1.371476173400879; 5; 1
60; 0; minimax; (0,7) -> (1, 6); 0; 0.07541275024414062; 5; 1
60; 1; mcts; (5,4) -> (6, 3); 0; 1.9950556755065918; 5; 1
61; 0; minimax; (1,6) -> (0, 7); 0; 0.13876891136169434; 5; 1
61; 1; mcts; (6,3) -> (5, 4); 0; 1.7068192958831787; 5; 1
62; 0; minimax; (0,7) -> (1, 6); 0; 0.09725546836853027; 5; 1
62; 1; mcts; (5,4) -> (4, 3); 0; 1.6717958450317383; 5; 1
63; 0; minimax; (1,6) -> (2, 5); 0; 0.08755755424499512; 5; 1
63; 1; mcts; (4,3) -> (3, 4); 0; 1.306389570236206; 5; 1
64; 0; minimax; (0,5) -> (1, 6); 0; 0.1073307991027832; 5; 1
64; 1; mcts; (3,4) -> (4, 5); 0; 1.6240954399108887; 5; 1
65; 0; minimax; (2,5) -> (3, 6); 0; 0.19423937797546387; 5; 1
65; 1; mcts; (4,5) -> (2, 7); 1; 1.5451550483703613; 5; 1
66; 0; minimax; (1,6) -> (0, 7); 0; 0.06041145324707031; 4; 1
66; 1; mcts; (2,7) -> (1, 6); 0; 1.2535884380340576; 4; 1
67; 0; minimax; (0,3) -> (1, 4); 0; 0.024174213409423828; 4; 1
67; 1; mcts; (1,6) -> (2, 5); 0; 1.5276055335998535; 4; 1
68; 0; minimax; (1,4) -> (0, 5); 0; 0.09175658226013184; 4; 1
68; 1; mcts; (2,5) -> (1, 4); 0; 1.4088852405548096; 4; 1
69; 0; minimax; (1,2) -> (0, 3); 0; 0.042768001556396484; 4; 1
69; 1; mcts; (1,4) -> (2, 5); 0; 1.6179163455963135; 4; 1
70; 0; minimax; (0,7) -> (1, 6); 0; 0.14764738082885742; 4; 1
70; 1; mcts; (2,5) -> (3, 4); 0; 1.4493069648742676; 4; 1
71; 0; minimax; (1,6) -> (2, 5); 0; 0.16625452041625977; 4; 1
71; 1; mcts; (3,4) -> (4, 5); 0; 1.5679445266723633; 4; 1
72; 0; minimax; (2,5) -> (3, 6); 0; 0.26146554946899414; 4; 1
72; 1; mcts; (4,5) -> (5, 6); 0; 1.5346603393554688; 4; 1
73; 0; minimax; (3,6) -> (4, 7); 0; 0.2978072166442871; 4; 1
73; 1; mcts; (5,6) -> (6, 7); 0; 1.5601086616516113; 4; 1
74; 0; minimax; (4,7) -> (5, 6); 0; 0.16122961044311523; 4; 1
74; 1; mcts; (6,7) -> (4, 5); 1; 1.2263009548187256; 4; 1
75; 0; minimax; (0,5) -> (1, 6); 0; 0.0673215389251709; 3; 1
75; 1; mcts; (4,5) -> (5, 4); 0; 1.2642574310302734; 3; 1
76; 0; minimax; (1,6) -> (0, 7); 0; 0.11165666580200195; 3; 1
76; 1; mcts; (5,4) -> (4, 3); 0; 1.2833828926086426; 3; 1
77; 0; minimax; (0,7) -> (1, 6); 0; 0.051857709884643555; 3; 1
77; 1; mcts; (4,3) -> (5, 2); 0; 1.295198917388916; 3; 1
78; 0; minimax; (1,6) -> (0, 7); 0; 0.10860824584960938; 3; 1
78; 1; mcts; (5,2) -> (6, 1); 0; 1.1662673950195312; 3; 1
79; 0; minimax; (0,7) -> (1, 6); 0; 0.04437136650085449; 3; 1
79; 1; mcts; (6,1) -> (5, 2); 0; 0.9702394008636475; 3; 1
80; 0; minimax; (1,6) -> (0, 7); 0; 0.09138679504394531; 3; 1
80; 1; mcts; (5,2) -> (6, 3); 0; 1.2091193199157715; 3; 1
81; 0; minimax; (0,7) -> (1, 6); 0; 0.06049489974975586; 3; 1
81; 1; mcts; (6,3) -> (7, 2); 0; 1.1946141719818115; 3; 1
82; 0; minimax; (1,6) -> (0, 7); 0; 0.15805935859680176; 3; 1
82; 1; mcts; (7,2) -> (6, 3); 0; 1.660524606704712; 3; 1
83; 0; minimax; (0,7) -> (1, 6); 0; 0.055811405181884766; 3; 1
83; 1; mcts; (6,3) -> (5, 4); 0; 1.1704480648040771; 3; 1
84; 0; minimax; (1,6) -> (0, 7); 0; 0.09542465209960938; 3; 1
84; 1; mcts; (5,4) -> (6, 3); 0; 1.22938871383667; 3; 1
Winner : Red
