Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
1; 1; mcts; (2,1) -> (3, 2); 0; 5.915771484375; 12; 12
2; 0; minimax; (5,6) -> (4, 7); 0; 0.45681142807006836; 12; 12
2; 1; mcts; (2,7) -> (3, 6); 0; 8.378629922866821; 12; 12
3; 0; minimax; (6,7) -> (5, 6); 0; 0.3711893558502197; 12; 12
3; 1; mcts; (1,2) -> (2, 1); 0; 8.422516584396362; 12; 12
4; 0; minimax; (7,6) -> (6, 7); 0; 0.48605918884277344; 12; 12
4; 1; mcts; (3,2) -> (4, 3); 0; 8.115734815597534; 12; 12
5; 0; minimax; (5,6) -> (4, 5); 0; 0.3139224052429199; 12; 12
5; 1; mcts; (2,3) -> (3, 4); 0; 7.059797763824463; 12; 12
6; 0; minimax; (6,7) -> (5, 6); 0; 0.40291404724121094; 12; 12
6; 1; mcts; (0,3) -> (1, 2); 0; 7.549284934997559; 12; 12
7; 0; minimax; (5,4) -> (3, 2); 1; 0.2324373722076416; 12; 12
7; 1; mcts; (1,2) -> (2, 3); 0; 6.830733299255371; 12; 11
8; 0; minimax; (6,5) -> (5, 4); 0; 0.18837690353393555; 12; 11
8; 1; mcts; (1,6) -> (2, 7); 0; 5.285056114196777; 12; 11
9; 0; minimax; (5,2) -> (4, 1); 0; 0.07566189765930176; 12; 11
9; 1; mcts; (2,1) -> (4, 3); 1; 5.161261558532715; 12; 11
10; 0; minimax; (7,4) -> (6, 5); 0; 0.15613603591918945; 11; 11
10; 1; mcts; (2,3) -> (3, 2); 0; 4.925010919570923; 11; 11
11; 0; minimax; (6,3) -> (5, 2); 0; 0.09666228294372559; 11; 11
11; 1; mcts; (1,0) -> (2, 1); 0; 4.875075578689575; 11; 11
12; 0; minimax; (4,5) -> (2, 3); 1; 0.0963587760925293; 11; 11
12; 1; mcts; (0,5) -> (1, 6); 0; 6.40672755241394; 11; 10
13; 0; minimax; (2,3) -> (0, 5); 1; 0.2348945140838623; 11; 10
13; 1; mcts; (2,5) -> (3, 4); 0; 4.792409420013428; 11; 9
14; 0; minimax; (4,7) -> (2, 5); 1; 0.26987624168395996; 11; 9
14; 1; mcts; (0,1) -> (1, 2); 0; 4.606314182281494; 11; 8
15; 0; minimax; (4,1) -> (2, 3); 1; 0.3195040225982666; 11; 8
15; 1; mcts; (3,4) -> (4, 5); 0; 5.345228672027588; 11; 7
16; 0; minimax; (5,6) -> (3, 4); 1; 1.018907070159912; 11; 7
16; 1; mcts; (2,7) -> (3, 6); 0; 5.381852388381958; 11; 6
17; 0; minimax; (5,4) -> (1, 0); 2; 1.0307929515838623; 11; 6
