Turn; Color; AI; Move; Skip; Time; Num. Reds; Num. Whites 
35; 0; minimax; (4,1) -> (5, 2); 0; 0.22074317932128906; 4; 1
35; 1; mcts; (6,5) -> (7, 4); 0; 1.1595039367675781; 4; 1
36; 0; minimax; (5,2) -> (6, 3); 0; 0.2465667724609375; 4; 1
36; 1; mcts; (7,4) -> (5, 2); 1; 1.4245316982269287; 4; 1
37; 0; minimax; (0,5) -> (1, 6); 0; 0.058358192443847656; 3; 1
37; 1; mcts; (5,2) -> (4, 3); 0; 1.3559796810150146; 3; 1
38; 0; minimax; (1,6) -> (2, 5); 0; 0.11297225952148438; 3; 1
38; 1; mcts; (4,3) -> (3, 4); 0; 1.4037833213806152; 3; 1
39; 0; minimax; (0,3) -> (1, 4); 0; 0.08647632598876953; 3; 1
39; 1; mcts; (3,4) -> (4, 5); 0; 1.3882756233215332; 3; 1
40; 0; minimax; (2,5) -> (3, 6); 0; 0.1512761116027832; 3; 1
40; 1; mcts; (4,5) -> (3, 4); 0; 1.480973720550537; 3; 1
41; 0; minimax; (3,6) -> (4, 5); 0; 0.1881711483001709; 3; 1
41; 1; mcts; (3,4) -> (2, 5); 0; 1.1594264507293701; 3; 1
42; 0; minimax; (4,5) -> (3, 6); 0; 0.14276981353759766; 3; 1
42; 1; mcts; (2,5) -> (1, 6); 0; 1.0166010856628418; 3; 1
43; 0; minimax; (3,6) -> (2, 7); 0; 0.13476228713989258; 3; 1
43; 1; mcts; (1,6) -> (0, 7); 0; 0.7773630619049072; 3; 1
44; 0; minimax; (2,7) -> (1, 6); 0; 0.09071707725524902; 3; 1
44; 1; mcts; (0,7) -> (2, 5); 1; 0.7715187072753906; 3; 1
45; 0; minimax; (1,4) -> (0, 5); 0; 0.023802518844604492; 2; 1
45; 1; mcts; (2,5) -> (3, 6); 0; 0.9359679222106934; 2; 1
46; 0; minimax; (0,5) -> (1, 6); 0; 0.019899845123291016; 2; 1
46; 1; mcts; (3,6) -> (4, 7); 0; 0.953343391418457; 2; 1
47; 0; minimax; (1,6) -> (0, 7); 0; 0.0436861515045166; 2; 1
47; 1; mcts; (4,7) -> (5, 6); 0; 1.4574191570281982; 2; 1
48; 0; minimax; (0,7) -> (1, 6); 0; 0.016350507736206055; 2; 1
48; 1; mcts; (5,6) -> (4, 5); 0; 1.2405176162719727; 2; 1
49; 0; minimax; (1,6) -> (2, 7); 0; 0.03774595260620117; 2; 1
49; 1; mcts; (4,5) -> (3, 6); 0; 1.159228801727295; 2; 1
50; 0; minimax; (0,1) -> (1, 2); 0; 0.014896631240844727; 2; 1
50; 1; mcts; (3,6) -> (2, 5); 0; 1.1836881637573242; 2; 1
51; 0; minimax; (2,7) -> (3, 6); 0; 0.04357576370239258; 2; 1
51; 1; mcts; (2,5) -> (1, 4); 0; 1.3215687274932861; 2; 1
52; 0; minimax; (3,6) -> (2, 5); 0; 0.07424569129943848; 2; 1
52; 1; mcts; (1,4) -> (0, 5); 0; 1.2118892669677734; 2; 1
53; 0; minimax; (2,5) -> (1, 6); 0; 0.08000040054321289; 2; 1
53; 1; mcts; (0,5) -> (2, 7); 1; 1.172375202178955; 2; 1
54; 0; minimax; (1,2) -> (0, 3); 0; 0.010754108428955078; 1; 1
54; 1; mcts; (2,7) -> (3, 6); 0; 1.1623594760894775; 1; 1
55; 0; minimax; (0,3) -> (1, 4); 0; 0.006636381149291992; 1; 1
55; 1; mcts; (3,6) -> (4, 5); 0; 1.1348152160644531; 1; 1
56; 0; minimax; (1,4) -> (2, 5); 0; 0.00949239730834961; 1; 1
56; 1; mcts; (4,5) -> (3, 6); 0; 0.925971269607544; 1; 1
57; 0; minimax; (2,5) -> (4, 7); 1; 0.008332252502441406; 1; 1
Winner : Red
